"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1405","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:52:47,FALSE,NA,"784738311147360256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nicoleyne",633,TRUE,FALSE,NA,NA
"1406","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:46,FALSE,NA,"784738304356855808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ayyrisshhh",376,TRUE,FALSE,NA,NA
"1407","RT @GinoAngelo22: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:45,FALSE,NA,"784738301122969600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ynalial26",3,TRUE,FALSE,NA,NA
"1408","Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. Must watch! #MMKSenatorMiriam",FALSE,1,NA,2016-10-08 12:52:38,FALSE,NA,"784738272404656128",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","delcalmbcn",0,FALSE,FALSE,NA,NA
"1409","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:52:38,FALSE,NA,"784738271922270208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuperEkah",633,TRUE,FALSE,NA,NA
"1410","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:37,FALSE,NA,"784738269531549697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","earthtolarien",376,TRUE,FALSE,NA,NA
"1411","Watching MMK bc Miriam Defensor - Santiago story. Im trying to motivate myself here.",FALSE,0,NA,2016-10-08 12:52:36,FALSE,NA,"784738265970597888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","callmeEAN10",1,FALSE,FALSE,NA,NA
"1412","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:35,FALSE,NA,"784738258982887424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cessita_ja",376,TRUE,FALSE,NA,NA
"1413","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:33,FALSE,NA,"784738253282746368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xtianSilawan27",140,TRUE,FALSE,NA,NA
"1414","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:52:33,FALSE,NA,"784738251290664961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BumanglagJane",633,TRUE,FALSE,NA,NA
"1415","Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,1,NA,2016-10-08 12:52:30,FALSE,NA,"784738237667356672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KarlCabuay",1,FALSE,FALSE,NA,NA
"1416","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:52:24,FALSE,NA,"784738215001399297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asdianna",633,TRUE,FALSE,NA,NA
"1417","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:23,FALSE,NA,"784738208814772224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moonstarlight13",376,TRUE,FALSE,NA,NA
"1418","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:22,FALSE,NA,"784738207053131776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nicoleyne",376,TRUE,FALSE,NA,NA
"1419","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:20,FALSE,NA,"784738195522977793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","matthewbeybs",140,TRUE,FALSE,NA,NA
"1420","Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,2,NA,2016-10-08 12:52:16,FALSE,NA,"784738178162790401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KarlCabuay",0,FALSE,FALSE,NA,NA
"1421","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:13,FALSE,NA,"784738167102410752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InhinyeRoi",376,TRUE,FALSE,NA,NA
"1422","NW: Miriam Defensor Santiago's Story #MMK",FALSE,3,NA,2016-10-08 12:52:13,FALSE,NA,"784738165441441792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","shakambitious",0,FALSE,FALSE,NA,NA
"1423","RT @angelicious014: You will always be my President Senator Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:09,FALSE,NA,"784738152271351808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imgdtopvisol",1,TRUE,FALSE,NA,NA
"1424","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:09,FALSE,NA,"784738151918997505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ghylesalise",140,TRUE,FALSE,NA,NA
"1425","I always admired Miriam Defensor Santiago the ""Iron Lady"" of the Philippines. #MMKSenatorMiriam",FALSE,8,NA,2016-10-08 12:52:08,FALSE,NA,"784738147225604096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShainaKylle_",3,FALSE,FALSE,NA,NA
"1426","is that julia clarete? wow. hands down for her. what a great privilege to be Madam Miriam Defensor-Santiago! #MMKSenatorMiriam",FALSE,21,NA,2016-10-08 12:52:07,FALSE,NA,"784738142687420416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_inclementia",8,FALSE,FALSE,NA,NA
"1427","Nagiisa ka lang Sen Miriam Defensor Santiago Mamimiss ka namin Mabuhay ka! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:03,FALSE,NA,"784738125687828480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GailOrante",0,FALSE,FALSE,NA,NA
"1428","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:52:01,FALSE,NA,"784738117173379072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ghylesalise",376,TRUE,FALSE,NA,NA
"1429","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:55,FALSE,NA,"784738092557017088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fritzkhaye",140,TRUE,FALSE,NA,NA
"1430","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:51:51,FALSE,NA,"784738074475454464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","matthewbeybs",633,TRUE,FALSE,NA,NA
"1431","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:49,FALSE,NA,"784738066934091776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","misscynelgrace2",140,TRUE,FALSE,NA,NA
"1432","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:48,FALSE,NA,"784738063016529920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fritzkhaye",376,TRUE,FALSE,NA,NA
"1433","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:51:48,FALSE,NA,"784738060760068097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eddelossantos_",633,TRUE,FALSE,NA,NA
"1434","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:46,FALSE,NA,"784738055529693184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","igrisharcia",376,TRUE,FALSE,NA,NA
"1435","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:44,FALSE,NA,"784738044674912256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MacLife2",376,TRUE,FALSE,NA,NA
"1436","RT @jimsonpineda: Sen. Miriam Defensor Santiago is irreplaceable.<U+261D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+FE0F> #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:38,FALSE,NA,"784738019592896513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imgdtopvisol",1,TRUE,FALSE,NA,NA
"1437","Nadine Lustre played the role of Miriam Defensor Santiago's sister in MMK. #MMKSenatorMiriam",FALSE,1,NA,2016-10-08 12:51:36,FALSE,NA,"784738014090047490",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","camirure",1,FALSE,FALSE,NA,NA
"1438","We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",FALSE,0,NA,2016-10-08 12:51:34,FALSE,NA,"784738004304797696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","javierxbxby",0,FALSE,FALSE,NA,NA
"1439","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:30,FALSE,NA,"784737987712004097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ynalial26",376,TRUE,FALSE,NA,NA
"1440","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:28,FALSE,NA,"784737979021479936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ErikaQncmn",140,TRUE,FALSE,NA,NA
"1441","Kung hindi ako nagkakamali, hindi talaga sa #MMK pinalabas itong kwento ni Miriam Defensor- Santiago. Kundi may... https://t.co/nse2mNbg6O",FALSE,0,NA,2016-10-08 12:51:28,FALSE,NA,"784737977012396032",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ro_junix",0,FALSE,FALSE,NA,NA
"1442","RT @dprincessbia: Miles Ocampo who portrayed the young Miriam Defensor Santiago in MMK ended up studying in UP too. Wow <U+2764><U+FE0F> #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:19,FALSE,NA,"784737941818118145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeatMaker_Jill7",49,TRUE,FALSE,NA,NA
"1443","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:51:16,FALSE,NA,"784737927960027136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daraling4eva",633,TRUE,FALSE,NA,NA
"1444","Sen. Miriam Defensor-Santiago is irreplaceable <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>#MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:08,FALSE,NA,"784737894627889152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mariaamaaaazing",0,FALSE,FALSE,NA,NA
"1445","RT @GinoAngelo22: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:07,FALSE,NA,"784737891192741889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","skinnyjean009",3,TRUE,FALSE,NA,NA
"1446","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:03,FALSE,NA,"784737872867799040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lorryskie",376,TRUE,FALSE,NA,NA
"1447","Sen. Miriam Defensor Santiago is irreplaceable.<U+261D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+FE0F> #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:03,FALSE,NA,"784737872138018816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimsonpineda",1,FALSE,FALSE,NA,NA
"1448","RT @dprincessbia: Miles Ocampo who portrayed the young Miriam Defensor Santiago in MMK ended up studying in UP too. Wow <U+2764><U+FE0F> #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:02,FALSE,NA,"784737870963539968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","utotmopink",49,TRUE,FALSE,NA,NA
"1449","RT @dprincessbia: Miles Ocampo who portrayed the young Miriam Defensor Santiago in MMK ended up studying in UP too. Wow <U+2764><U+FE0F> #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:01,FALSE,NA,"784737864181395456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarieTheAye",49,TRUE,FALSE,NA,NA
"1450","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:51:00,FALSE,NA,"784737859257237505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mr20obordo",376,TRUE,FALSE,NA,NA
"1451","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:50:57,FALSE,NA,"784737847060201473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mariaamaaaazing",633,TRUE,FALSE,NA,NA
"1452","You will always be my President Senator Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:56,FALSE,NA,"784737844233318400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angelicious014",1,FALSE,FALSE,NA,NA
"1453","@95NakamotoYuta Yes. Pinalabas lang ulit to pay tribute kay late Sen Miriam Defensor Santiago. Julia Clarete was still a kapamilya.",FALSE,1,"95NakamotoYuta",2016-10-08 12:50:49,FALSE,"784737198973284352","784737813677809664","3354659769","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pritimi",1,FALSE,FALSE,NA,NA
"1454","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:46,FALSE,NA,"784737803326267393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuperEkah",140,TRUE,FALSE,NA,NA
"1455","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:46,FALSE,NA,"784737800943874048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akirhuh",376,TRUE,FALSE,NA,NA
"1456","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:42,FALSE,NA,"784737787492782081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnerdie12",376,TRUE,FALSE,NA,NA
"1457","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:50:42,FALSE,NA,"784737786293137409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DebBayn",633,TRUE,FALSE,NA,NA
"1458","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:42,FALSE,NA,"784737785391349761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OyDenggggggg",376,TRUE,FALSE,NA,NA
"1459","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:42,FALSE,NA,"784737783944388608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mariaamaaaazing",376,TRUE,FALSE,NA,NA
"1460","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:42,FALSE,NA,"784737783860502528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeamcCaptain",140,TRUE,FALSE,NA,NA
"1461","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:50:41,FALSE,NA,"784737781264232449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","misscynelgrace2",633,TRUE,FALSE,NA,NA
"1462","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:39,FALSE,NA,"784737774272286720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JustineMaryJoy",376,TRUE,FALSE,NA,NA
"1463","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:39,FALSE,NA,"784737771671785472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuperEkah",376,TRUE,FALSE,NA,NA
"1464","Kinikilig po ako Sen. Miriam Defensor Santiago <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>
#MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:34,FALSE,NA,"784737753304961025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tinjoiy_143",0,FALSE,FALSE,NA,NA
"1465","Bilang isang pagpupugay,
ating balikan ang kwento ni
Senator Miriam Defensor-Santiago ngayong Sabado.... https://t.co/azyt9oE4do",FALSE,0,NA,2016-10-08 12:50:32,FALSE,NA,"784737744614555648",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","kapamilyaKOW",0,FALSE,FALSE,NA,NA
"1466","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:26,FALSE,NA,"784737716898377732",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mariaamaaaazing",140,TRUE,FALSE,NA,NA
"1467","Miriam Defensor Santiago...",FALSE,0,NA,2016-10-08 12:50:21,FALSE,NA,"784737699332665344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fajardo_IAC",0,FALSE,FALSE,NA,NA
"1468","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:20,FALSE,NA,"784737695033532421",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Raniell_E",140,TRUE,FALSE,NA,NA
"1469","RT @StarCinema: Ating balikan ang 'di malilimutang istorya ng buhay ng ""Iron Lady of Asia,"" Miriam Defensor-Santiago, bukas sa #MMK… https:…",FALSE,0,NA,2016-10-08 12:50:18,FALSE,NA,"784737684455432192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Allyssa093097",75,TRUE,FALSE,NA,NA
"1470","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:16,FALSE,NA,"784737678226972673",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","ExoSnatchedMe",376,TRUE,FALSE,NA,NA
"1471","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:15,FALSE,NA,"784737674196164609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jejejelome",376,TRUE,FALSE,NA,NA
"1472","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:10,FALSE,NA,"784737652012568576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeErrel",376,TRUE,FALSE,NA,NA
"1473","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:09,FALSE,NA,"784737647369400321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kechelkorn",376,TRUE,FALSE,NA,NA
"1474","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:09,FALSE,NA,"784737646610231297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KimBallesteros2",140,TRUE,FALSE,NA,NA
"1475","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:50:07,FALSE,NA,"784737637647065088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mggycabalquinto",633,TRUE,FALSE,NA,NA
"1476","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:50:06,FALSE,NA,"784737635570810881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alysssuuhh",633,TRUE,FALSE,NA,NA
"1477","RT @justfenech: Saludo kami sayo Sen. Miriam Defensor Santiago. You have been a brilliant example of women empowerment. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:50:04,FALSE,NA,"784737627903635456",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","HaroldNowell",140,TRUE,FALSE,NA,NA
"1478","RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
#MMKSenator…",FALSE,0,NA,2016-10-08 12:50:02,FALSE,NA,"784737619666055168",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","__AMPerez",633,TRUE,FALSE,NA,NA
"1479","RT @caradotph: Story of a queen who hasnt been given a chance to rule her own kingdom. Sen. Miriam Defensor-Santiago. #MMKSenatorMiriam",FALSE,0,NA,2016-10-08 12:49:56,FALSE,NA,"784737591178375168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ijuancarlossais",376,TRUE,FALSE,NA,NA
